time,Speed Feedback RPM,Current FB Amps,Torque Feedback % Of Rated,Armature Volts,Field Amps,Armature Firing Angle (Deg) Angle that Voltage waveform fired upon for pulses,Armature Current Reference in Amps,Field Current Reference in Amps,Field Firing Angle in Degrees,Speed Reference in RPM,Incoming AC Line Voltage,RMS Model of Motor Heating 0-100% of Trip Level,Field Voltage in Volts,Roll RPM - After Gear Ratio of machine
07.03.2013 05:15:11.863821,512.247,5879.09,40.6181,442.697,83.9013,29.9158,5771.66,73.7953,78.4607,511.1,606.138,61.2873,42.8743,120.274
07.03.2013 05:15:11.963821,509.781,5909.2,40.9986,444.819,84.329,28.8556,6025.41,75.1083,79.5044,511.1,605.996,61.3361,42.6964,119.695
07.03.2013 05:15:12.063821,509.959,6003.95,41.6552,450.868,81.9171,28.3188,6134.39,73.7368,78.5044,511.1,605.542,61.3884,46.3691,119.736
07.03.2013 05:15:12.163821,509.159,6266.3,43.437,440.611,86.27,28.114,6333.69,78.1186,77.8546,511.1,603.119,61.4582,48.4809,119.548
07.03.2013 05:15:12.263821,511.234,6024.27,41.6628,437.25,85.1201,29.675,5861.59,75.4044,78.2236,511.1,602.086,61.5029,34.163,120.036
07.03.2013 05:15:12.363821,514.646,5066.15,34.7647,448.252,82.6152,32.2659,4778.63,78.5552,79.3121,511.1,606.409,61.5355,38.0095,120.837
07.03.2013 05:15:12.463821,521.521,2871.11,19.5223,455.245,76.7503,38.7551,2279.44,77.9462,81.3004,511.1,618.72,61.5558,34.7012,122.451
07.03.2013 05:15:12.563821,525.98,568.051,3.82295,459.432,72.6828,72.9126,-50.1322,72.4226,81.4069,511.1,642.925,61.5558,29.3805,123.498
07.03.2013 05:15:12.663821,524.369,-692.892,-4.67238,458.307,69.9118,131.931,-907.498,70.5249,83.2169,511.1,656.085,61.5355,29.5486,123.12
07.03.2013 05:15:12.763821,521.995,-1012.89,-6.86667,457.915,66.6338,131.803,-1076.69,70.2722,82.5723,511.1,658.271,61.5111,30.2309,122.562
07.03.2013 05:15:12.863821,518.801,-1037.91,-7.06634,454.384,67.1036,131.002,-1115.13,70.1927,82.1377,511.1,657.485,61.5,28.743,121.812
07.03.2013 05:15:12.963821,517.252,-824.813,-5.64389,451.741,68.5838,129.812,-1016.88,69.0714,82.0212,511.1,658.47,61.4785,31.3779,121.449
07.03.2013 05:15:13.063821,514.139,-670.105,-4.60626,450.132,69.3988,130.834,-622.577,66.6772,82.3105,511.1,659.759,61.4582,31.7438,120.718
07.03.2013 05:15:13.163821,513.944,-467.381,-3.21869,449.605,69.5349,129.901,-585.955,67.5176,82.2894,511.1,661.027,61.4419,30.3199,120.672
07.03.2013 05:15:13.263821,511.209,-131.003,-0.902475,448.176,68.2867,116.259,-130.096,68.1239,82.917,511.1,663.692,61.4163,26.6778,120.03
07.03.2013 05:15:13.363821,510.892,26.612,0.18413,449.313,69.2568,104.37,13.1839,68.9607,82.3233,511.1,665.307,61.4053,30.4319,119.955
07.03.2013 05:15:13.463821,510.709,133.142,0.919624,448.579,70.1211,57.2928,126.306,69.3226,82.3837,511.1,665.755,61.3808,30.0233,119.912
07.03.2013 05:15:13.563821,510.257,83.7427,0.579849,447.34,69.2448,52.3746,201.422,67.5131,82.0789,511.1,665.969,61.3605,30.4056,119.806
07.03.2013 05:15:13.663821,509.781,136.514,0.947819,448.628,70.913,53.0514,191.202,70.1427,82.5073,511.1,666.011,61.3466,30.0002,119.695
07.03.2013 05:15:13.763821,510.44,163.823,1.13122,446.429,70.0553,73.4674,189.785,71.627,82.2922,511.1,665.912,61.3239,30.2573,119.908
07.03.2013 05:15:13.863821,510.978,170.741,1.18005,451.357,69.9013,87.951,178.391,70.1914,82.5146,511.1,665.2,61.3117,25.3001,119.975
07.03.2013 05:15:13.963821,512.876,282.967,1.95624,445.759,69.1371,49.5264,112.796,69.7877,82.966,511.1,664.302,61.2873,25.8275,120.421
07.03.2013 05:15:14.063821,511.869,243.311,1.68026,449.818,69.8312,52.1772,200.62,69.8223,81.1921,511.1,663.948,61.2628,29.5736,120.185
07.03.2013 05:15:14.163821,510.495,222.5,1.53712,447.903,69.2732,46.8686,310.475,68.5539,82.468,511.1,663.996,61.2384,25.5737,119.862
07.03.2013 05:15:14.263821,511.319,271.981,1.87994,451.677,69.7832,48.8617,298.105,68.711,81.6284,511.1,663.683,61.2262,30.5242,120.056
07.03.2013 05:15:14.363821,511.405,118.331,0.817902,445.973,70.4337,83.9832,142.745,68.3162,82.2913,511.1,664.032,61.2059,28.2929,120.076
07.03.2013 05:15:14.463821,509.588,154.581,1.07163,446.895,68.056,88.0805,177.879,68.9904,82.7373,511.1,664.693,61.1791,27.5932,119.649
07.03.2013 05:15:14.563821,509.928,84.9639,0.590027,447.611,70.1436,50.5701,234.545,67.5685,81.8207,511.1,665.342,61.1571,32.0042,119.729
07.03.2013 05:15:14.663821,511.295,22.2988,0.156662,450.972,69.1087,106.811,40.8542,69.1566,82.9907,511.1,665.869,61.1408,29.6772,120.05
07.03.2013 05:15:14.763821,510.709,57.3747,0.397756,450.545,69.3675,94.1391,126.957,69.7293,81.8976,511.1,665.121,61.1204,33.5599,119.912
07.03.2013 05:15:14.863821,511.686,21.8337,0.150848,446.803,69.8889,49.5444,297.373,67.9829,82.2327,511.1,664.492,61.1059,31.119,120.142
07.03.2013 05:15:14.963821,511.008,22.1361,0.155645,447.554,69.8863,98.1628,163.742,68.1636,83.5025,511.1,664.288,61.0797,30.4682,119.983
07.03.2013 05:15:15.063821,512.394,163.01,1.12918,446.557,69.1925,97.2885,67.2218,69.9746,82.662,511.1,664.424,61.0594,27.0931,120.308
07.03.2013 05:15:15.163821,512.723,2.60449,0.0203451,447.782,70.5593,83.8019,70.1517,68.9831,82.998,511.1,664.545,61.0431,28.8927,120.385
07.03.2013 05:15:15.263821,511.701,142.582,0.986182,450.581,70.0273,52.7822,197.132,69.7159,82.4869,511.1,664.394,61.0213,28.452,120.145
07.03.2013 05:15:15.363821,511.35,239.51,1.65512,448.252,69.9626,56.8094,201.259,70.4068,81.7786,511.1,662.608,60.9923,33.8631,120.063
07.03.2013 05:15:15.463821,510.825,257.007,1.77414,453.778,70.1795,54.3402,206.224,68.4627,81.9278,511.1,660.486,60.9841,34.6871,119.94
07.03.2013 05:15:15.563821,512.656,27.9956,0.19634,445.617,68.4597,104.921,-115.075,70.8374,82.532,511.1,658.769,60.9597,28.7971,120.37
07.03.2013 05:15:15.663821,513.548,112.657,0.782148,449.086,69.1955,108.006,-81.7549,69.7813,82.3315,511.1,658.425,60.9359,30.0991,120.579
07.03.2013 05:15:15.763821,510.636,26.7751,0.186157,447.333,70.637,72.2379,-32.0648,68.0605,81.3904,511.1,658.862,60.9149,32.5084,119.895
07.03.2013 05:15:15.863821,512.351,78.3714,0.537125,445.496,68.7917,86.8442,-82.6847,70.7357,82.3306,511.1,658.599,60.8987,29.7991,120.298
07.03.2013 05:15:15.963821,510.996,153.65,1.06306,449.826,69.0983,58.8675,108.809,69.1237,82.5961,511.1,657.609,60.8743,27.3173,119.98
07.03.2013 05:15:16.063821,512.428,160.859,1.11088,448.787,68.6251,52.6002,43.4586,69.2672,82.6156,511.1,657.253,60.8626,28.0989,120.316
07.03.2013 05:15:16.163821,512.168,140.466,0.966423,446.4,70.64,78.1476,52.736,70.2108,82.2601,511.1,657.452,60.8376,28.5467,120.255
07.03.2013 05:15:16.263821,511.557,91.5557,0.631737,448.408,69.4602,100.918,86.6729,71.0438,82.2684,511.1,657.082,60.8173,29.9804,120.112
07.03.2013 05:15:16.363821,509.525,152.511,1.05391,445.631,70.0479,114.25,255.867,71.1096,82.749,511.1,655.985,60.7929,28.2335,119.634
07.03.2013 05:15:16.463821,510.869,271.702,1.87994,447.877,69.4159,50.2162,216.594,69.721,82.7027,511.1,656.319,60.7789,26.3444,119.95
07.03.2013 05:15:16.563821,512.149,250.333,1.73141,452.225,69.1297,47.9114,293.629,70.7896,82.5916,511.1,655.914,60.7522,28.0357,120.251
07.03.2013 05:15:16.663821,513.132,13.4282,0.0915604,449.178,69.7877,99.9921,108.646,70.2452,82.4249,511.1,655.416,60.7318,27.7358,120.481
07.03.2013 05:15:16.763821,510.459,162.603,1.12309,447.917,68.37,48.7573,253.67,70.1331,82.8781,511.1,655.501,60.7196,24.7101,119.854
07.03.2013 05:15:16.863821,511.602,234.243,1.61748,447.285,69.3993,52.3922,184.925,68.0906,82.7922,511.1,655.348,60.6987,26.4151,120.122
07.03.2013 05:15:16.963821,510.733,106.693,0.735497,449.669,68.6437,54.6844,210.7,69.9447,82.2491,511.1,654.689,60.6586,28.8334,119.918
07.03.2013 05:15:17.063821,512.076,117.028,0.805695,446.529,69.5753,119.921,0.162435,70.8255,82.1136,511.1,655.074,60.6505,30.2375,120.233
07.03.2013 05:15:17.163821,512.735,103.356,0.718206,448.494,70.2752,83.7231,-33.0413,69.4647,81.9269,511.1,656.17,60.626,29.1564,120.388
07.03.2013 05:15:17.263821,511.78,-12.5558,-0.0871996,447.847,69.3057,99.6036,-35.3664,69.2506,81.8152,511.1,656.423,60.5993,23.9007,120.164
07.03.2013 05:15:17.363821,510.587,66.8962,0.465912,449.733,70.1077,59.35,92.9391,68.9472,82.2821,511.1,657.068,60.5854,29.9277,119.884
07.03.2013 05:15:17.463821,510.477,190.679,1.32044,448.672,71.3339,51.4078,195.97,69.3988,82.9239,511.1,656.768,60.565,25.8835,119.858
07.03.2013 05:15:17.563821,510.855,240.16,1.66122,451.292,68.6811,48.2455,339.528,67.8347,82.5201,511.1,656.106,60.5528,27.103,119.947
07.03.2013 05:15:17.663821,511.842,237.591,1.64276,448.744,69.1865,75.6456,165.742,66.5922,83.2458,511.1,656.221,60.5261,32.492,120.179
07.03.2013 05:15:17.763821,510.898,269.784,1.86672,453.585,70.5025,47.7054,326.264,66.6892,83.3322,511.1,656.583,60.504,29.6772,119.957
07.03.2013 05:15:17.863821,511.856,180.344,1.24109,450.174,69.4258,81.275,169.765,67.9722,82.8644,511.1,656.555,60.4877,30.4353,120.182
07.03.2013 05:15:17.963821,512.601,126.143,0.868762,450.231,69.511,91.2396,-13.5908,69.3256,82.5366,511.1,656.64,60.4714,29.0114,120.357
07.03.2013 05:15:18.063821,510.603,213.804,1.48058,455.849,68.5687,49.455,363.78,66.9549,82.3841,511.1,656.41,60.4458,28.4096,119.887
07.03.2013 05:15:18.163821,511.301,147.547,1.02237,444.933,70.4621,59.902,94.4854,70.0449,83.54,511.1,655.772,60.4185,24.4168,120.051
07.03.2013 05:15:18.263821,511.936,132.328,0.912506,450.858,69.2867,66.3766,86.7539,69.3136,82.4542,511.1,656.405,60.4104,28.9554,120.2
07.03.2013 05:15:18.363821,511.429,77.639,0.533056,447.725,70.0269,139.081,-56.8053,69.1536,82.619,511.1,657.167,60.39,31.0022,120.082
07.03.2013 05:15:18.463821,511.194,182.414,1.25736,448.262,68.8276,46.6566,320.462,66.5525,82.997,511.1,657.149,60.3656,28.3023,120.048
07.03.2013 05:15:18.563821,509.745,79.7554,0.549337,447.255,70.0449,65.7184,196.376,69.4063,82.7728,511.1,656.961,60.3493,30.7418,119.686
07.03.2013 05:15:18.663821,510.703,96.9268,0.675476,446.237,69.2418,93.4433,107.506,69.0474,83.6389,511.1,656.939,60.3249,25.0002,119.911
07.03.2013 05:15:18.763821,510.337,-8.21989,-0.0528971,446.586,69.5559,110.745,119.714,70.634,83.0319,511.1,655.729,60.3046,28.6818,119.825
07.03.2013 05:15:18.863821,511.398,173.066,1.1972,448.091,68.7212,94.9862,120.539,69.5082,82.7953,511.1,654.689,60.2889,29.7742,120.074
07.03.2013 05:15:18.963821,512.088,210.618,1.45777,448.907,69.9551,82.4542,170.334,68.2743,82.4332,511.1,655.109,60.2679,27.3963,120.236
07.03.2013 05:15:19.063821,511.521,234.626,1.62664,446.315,69.182,49.2682,213.874,70.0837,82.3645,511.1,655.522,60.2557,30.4847,120.103
07.03.2013 05:15:19.163821,512.125,102.054,0.704971,450.096,70.0344,56.3818,112.064,69.6755,82.8754,511.1,656.185,60.2283,23.2467,120.245
07.03.2013 05:15:19.263821,510.001,195.737,1.35241,445.589,69.1019,46.2391,323.322,67.5356,82.7804,511.1,656.612,60.1991,27.5367,119.746
07.03.2013 05:15:19.363821,509.616,-14.1602,-0.0915527,448.024,70.0972,89.6924,209.479,69.4288,82.4442,511.1,656.59,60.1886,32.0865,119.656
07.03.2013 05:15:19.463821,509.36,260.018,1.80059,447.768,69.3794,46.0931,319.59,69.5275,81.9223,511.1,656.206,60.1642,31.4636,119.596
07.03.2013 05:15:19.563821,512.027,124.678,0.858587,447.938,69.6576,65.1114,36.7038,69.3689,81.8527,511.1,655.309,60.1438,29.9376,120.222
07.03.2013 05:15:19.663821,511.774,-31.4601,-0.215373,446.614,68.4982,91.5687,-41.9235,68.7251,81.1584,511.1,654.659,60.1293,32.458,120.163
07.03.2013 05:15:19.763821,511.832,105.472,0.723289,448.451,69.1865,90.9393,-44.6792,68.8366,81.3318,511.1,654.775,60.1031,28.339,120.176
07.03.2013 05:15:19.863821,510.269,231.778,1.60527,449.491,70.0628,49.9457,362.479,68.7169,80.0134,511.1,654.504,60.0828,31.1143,119.809
07.03.2013 05:15:19.963821,511.148,171.392,1.18107,447.041,69.7742,53.5327,236.661,69.1162,81.6504,511.1,654.233,60.0665,27.9797,120.016
07.03.2013 05:15:20.063821,510.943,14.0907,0.0994023,448.134,69.6031,51.0613,187.715,70.0543,81.4393,511.1,653.475,60.0456,30.2629,119.967
07.03.2013 05:15:20.163821,511.533,125.574,0.867747,447.889,68.5599,54.3842,153.65,69.0011,81.1432,511.1,654.29,60.0218,33.0292,120.106
07.03.2013 05:15:20.263821,510.495,69.2565,0.479141,448.316,69.5604,55.892,131.759,69.6127,81.6458,511.1,655.124,60.0096,28.8795,119.862
07.03.2013 05:15:20.363821,510.355,59.2464,0.408951,448.423,69.4647,53.7872,208.503,70.006,81.98,511.1,655.259,59.9851,26.9019,119.829
07.03.2013 05:15:20.463821,511.602,96.1246,0.667921,447.609,69.8633,51.3226,98.0081,69.1878,81.6873,511.1,655.586,59.9689,30.4098,120.122
07.03.2013 05:15:20.563821,510.587,234.545,1.62562,452.083,69.8415,48.7372,217.78,67.1258,81.4673,511.1,656.056,59.9526,28.372,119.884
07.03.2013 05:15:20.663821,510.843,263.192,1.82094,450.566,69.7562,61.0767,305.755,68.9039,80.9482,511.1,655.7,59.9282,30.6528,119.944
07.03.2013 05:15:20.763821,511.643,162.603,1.12816,450.367,68.7289,78.9569,192.633,69.0938,82.2116,511.1,656.192,59.916,30.0068,120.132
07.03.2013 05:15:20.863821,512.209,182.972,1.26259,447.133,70.2939,52.619,204.666,68.5071,82.6313,511.1,656.777,59.8921,28.3927,120.265
07.03.2013 05:15:20.963821,511.142,120.609,0.83519,449.783,69.7398,58.8931,202.48,68.2803,82.4487,511.1,657.288,59.8671,29.6343,120.014
07.03.2013 05:15:21.063821,512.088,40.2028,0.278737,445.674,68.7618,105.396,-36.7852,69.4497,83.0676,511.1,657.381,59.8468,30.6989,120.236
07.03.2013 05:15:21.163821,511.112,193.04,1.33875,452.966,69.6052,51.2512,37.4359,70.2213,82.6282,511.1,657.865,59.8305,29.4201,120.007
07.03.2013 05:15:21.263821,512.627,220.849,1.5268,447.597,69.4044,52.6363,48.8993,68.9673,82.2876,511.1,657.527,59.8084,31.636,120.326
07.03.2013 05:15:21.363821,511.148,75.5231,0.522886,448.43,69.4647,69.1672,2.52262,67.8197,82.8442,511.1,658.193,59.7939,27.8743,120.016
07.03.2013 05:15:21.463821,512.04,-52.8986,-0.36012,444.898,69.5394,131.67,-11.7192,70.2109,83.1729,511.1,658.349,59.7695,25.2638,120.225
07.03.2013 05:15:21.563821,510.202,141.362,0.976593,442.192,68.1906,59.8782,121.585,70.3305,83.1885,511.1,658.064,59.7491,25.7286,119.793
07.03.2013 05:15:21.663821,511.471,186.948,1.29138,450.209,70.3709,52.251,221.128,68.4033,83.1932,511.1,658.284,59.7387,26.0224,120.091
07.03.2013 05:15:21.763821,513.681,247.811,1.70904,449.092,71.0528,60.1749,96.6826,69.0115,83.7103,511.1,658.107,59.7125,28.8631,120.61
07.03.2013 05:15:21.863821,510.898,108.646,0.756859,445.375,69.9222,95.6799,180.914,68.8276,83.4769,511.1,657.06,59.7003,26.7964,119.957
07.03.2013 05:15:21.963821,509.946,-11.231,-0.0793457,446.4,69.5005,97.6822,211.676,70.8329,81.5982,511.1,657.018,59.6759,27.6864,119.733
07.03.2013 05:15:22.063821,510.786,-3.06948,-0.0244162,446.516,68.9096,106.148,112.239,70.5478,81.116,511.1,658.156,59.655,30.2827,119.93
07.03.2013 05:15:22.163821,511.081,176.275,1.22684,450.652,69.2448,55.3244,308.359,69.6486,82.6776,511.1,659.624,59.6271,27.3502,120
07.03.2013 05:15:22.263821,512.131,94.6481,0.653096,446.571,69.5125,91.8201,84.4753,70.4352,82.6492,511.1,659.396,59.6189,28.9455,120.246
07.03.2013 05:15:22.363821,510.953,155.767,1.07425,445.047,68.8605,47.6367,278.003,71.944,82.3114,511.1,659.588,59.5945,28.2995,119.97
07.03.2013 05:15:22.463821,511.984,103.937,0.715879,445.186,69.6056,88.9241,83.638,70.6823,83.3187,511.1,659.346,59.5782,22.6746,120.212
07.03.2013 05:15:22.563821,511.551,303.395,2.10171,449.477,68.2175,49.6875,302.743,70.7507,81.9086,511.1,659.56,59.5538,26.5328,120.11
07.03.2013 05:15:22.663821,510.935,198.248,1.37129,446.942,69.84,49.8523,234.138,70.172,82.5421,511.1,660.365,59.5335,28.1248,119.965
07.03.2013 05:15:22.763821,509.793,82.522,0.571711,450.844,71.3758,49.8706,269.865,69.3166,81.5057,511.1,661.654,59.5253,35.465,119.697
07.03.2013 05:15:22.863821,509.912,108.82,0.756862,452.193,68.8404,46.6903,375.709,70.0607,82.6219,511.1,662.246,59.498,28.3927,119.725
07.03.2013 05:15:22.963821,510.953,174.891,1.20649,449.121,69.9791,105.874,187.587,68.0485,83.0475,511.1,663.177,59.4806,27.8809,119.97
07.03.2013 05:15:23.063821,511.478,178.798,1.23295,444.171,69.4407,97.1255,55.6657,68.8859,82.6611,511.1,662.828,59.4602,27.5908,120.093
07.03.2013 05:15:23.163821,512.589,0.569824,0.00508626,446.756,68.3566,93.8123,-94.2411,68.9667,82.5357,511.1,663.419,59.4399,27.7259,120.354
07.03.2013 05:15:23.263821,511.005,175.857,1.21638,449.739,68.8109,49.772,149.907,69.3788,82.6447,511.1,664.321,59.423,29.1583,119.982
07.03.2013 05:15:23.363821,510.385,176.926,1.2299,451.613,69.3301,63.8654,245.288,67.6418,82.4149,511.1,664.374,59.3971,32.7622,119.836
07.03.2013 05:15:23.463821,511.38,295.744,2.05186,452.688,69.36,63.8599,222.826,68.4164,82.3444,511.1,664.808,59.3768,31.5064,120.092
07.03.2013 05:15:23.563821,511.38,187.18,1.29399,449.192,69.2643,51.9653,57.7816,68.8784,81.9104,511.1,665.1,59.3605,34.0674,120.07
07.03.2013 05:15:23.663821,511.748,130.096,0.902472,446.693,68.7558,75.8739,133.374,69.5774,83.0339,511.1,665.743,59.3349,28.9238,120.156
07.03.2013 05:15:23.763821,511.362,200.445,1.38859,447.525,70.1241,51.6962,271.168,68.9442,81.6614,511.1,665.022,59.3239,34.1532,120.066
07.03.2013 05:15:23.863821,510.831,153.325,1.06509,450.018,69.3046,53.6023,338.878,68.1337,82.7353,511.1,665.734,59.2995,30.7154,119.941
07.03.2013 05:15:23.963821,510.056,244.392,1.69377,450.16,68.711,49.7845,388.684,68.1412,82.9962,511.1,665.371,59.2791,28.9224,119.759
07.03.2013 05:15:24.063821,512.026,196.505,1.3559,449.171,70.012,48.4254,267.028,69.0083,82.7828,511.1,664.18,59.2547,28.7063,120.222
07.03.2013 05:15:24.163821,511.216,46.0627,0.316378,450.566,69.668,59.9313,136.316,69.5454,82.6529,511.1,663.569,59.2425,28.7049,120.031
07.03.2013 05:15:24.263821,511.356,180.67,1.25431,448.43,68.868,59.1064,181.402,68.7782,82.8534,511.1,662.957,59.2181,19.865,120.064
07.03.2013 05:15:24.363821,511.393,17.2529,0.118006,445.617,70.4456,86.6711,54.8516,71.7317,81.2494,511.1,661.34,59.2059,35.2606,120.073
07.03.2013 05:15:24.463821,512.303,176.066,1.21464,450.221,69.1904,108.145,30.9023,68.2341,81.6857,511.1,661.342,59.1815,28.0197,120.287
07.03.2013 05:15:24.563821,511.979,110.599,0.766014,447.447,70.474,54.7888,32.7158,69.8415,82.4908,511.1,661.654,59.1571,27.6073,120.211
07.03.2013 05:15:24.663821,511.869,236.335,1.63579,447.426,71.2995,91.4008,159.917,70.8599,81.4499,511.1,661.889,59.1449,34.4794,120.185
07.03.2013 05:15:24.763821,511.325,119.47,0.828064,448.302,70.7985,75.8139,102.298,69.4138,83.5593,511.1,662.351,59.1205,24.0938,120.057
07.03.2013 05:15:24.863821,510.184,215.618,1.49279,449.843,68.8776,50.5858,321.368,68.9776,83.0417,511.1,663.216,59.1082,28.387,119.789
07.03.2013 05:15:24.963821,510.855,150.151,1.03763,449.092,69.689,52.4304,200.608,71.2232,83.2068,511.1,663.334,59.0879,27.5183,119.947
07.03.2013 05:15:25.063821,512.406,238.126,1.64393,450.146,68.7588,52.3975,188.808,71.1156,82.522,511.1,664.089,59.0594,31.8987,120.311
07.03.2013 05:15:25.163821,512.113,47.7716,0.328583,449.049,69.336,59.4534,51.1082,69.6755,82.3489,511.1,665.271,59.0513,30.778,120.242
07.03.2013 05:15:25.263821,510.351,74.5698,0.512708,445.918,70.417,54.5997,156.603,70.6041,83.0237,511.1,666.335,59.0245,24.6861,119.828
07.03.2013 05:15:25.363821,512.101,35.1574,0.241096,444.77,69.3151,76.5967,295.338,70.2258,82.7444,511.1,665.584,58.9984,28.2236,120.239
07.03.2013 05:15:25.463821,510.428,171.473,1.18921,449.64,69.9701,62.5122,399.833,68.7797,82.7133,511.1,665.178,58.978,30.6561,119.846
07.03.2013 05:15:25.563821,511.234,129.805,0.894196,447.12,69.3046,83.2727,22.1361,70.0523,82.998,511.1,665.1,58.9536,30.0529,120.036
07.03.2013 05:15:25.663821,511.11,190.924,1.31753,449.397,68.6135,77.4528,244.008,68.8725,82.7074,511.1,665.059,58.9321,29.5453,120.007
07.03.2013 05:15:25.763821,511.502,54.2822,0.378428,444.834,68.9697,98.2104,125.085,71.153,82.3618,511.1,662.693,58.917,29.6607,120.099
07.03.2013 05:15:25.863821,513.004,181.646,1.25228,447.832,69.6007,97.0258,66.9782,69.849,82.1155,511.1,662.501,58.9007,27.2052,120.451
07.03.2013 05:15:25.963821,512.107,255.379,1.76804,450.459,69.9865,47.5616,315.765,69.7981,82.0889,511.1,662.978,58.8844,32.3931,120.241
07.03.2013 05:15:26.063821,510.77,166.021,1.14837,453.255,70.4183,50.2381,321.926,67.1767,82.2931,511.1,663.137,58.8624,31.554,119.927
07.03.2013 05:15:26.163821,510.953,290.048,2.00507,446.586,69.2927,51.5305,294.442,70.5952,83.3496,511.1,664.018,58.8478,25.1221,119.97
07.03.2013 05:15:26.263821,509.867,112.796,0.779236,450.16,69.4706,53.5107,239.102,70.5234,82.0862,511.1,664.189,58.8275,28.0885,119.715
07.03.2013 05:15:26.363821,509.732,-19.2067,-0.128184,446.628,68.6661,48.9899,259.611,70.1376,82.3718,511.1,664.63,58.8031,28.8597,119.683
07.03.2013 05:15:26.463821,511.963,268.075,1.8503,447.67,69.7095,50.7937,257.262,68.2508,83.201,511.1,664.76,58.7787,24.5844,120.207
07.03.2013 05:15:26.563821,512.088,227.872,1.56662,447.483,70.652,116.58,18.5553,68.0978,83.28,511.1,665.128,58.7624,26.2493,120.236
07.03.2013 05:15:26.663821,509.922,214.036,1.47811,450.053,68.6825,47.45,427.992,67.8451,82.294,511.1,665.442,58.742,29.3311,119.728
07.03.2013 05:15:26.763821,511.502,179.205,1.23905,448.003,68.6078,52.619,191.412,69.994,82.197,511.1,665.435,58.7298,29.3179,120.099
07.03.2013 05:15:26.863821,510.686,-26.9957,-0.183108,446.876,70.0312,69.8393,87.8933,70.426,81.812,511.1,665.462,58.7019,30.3674,119.907
07.03.2013 05:15:26.963821,511.576,-7.32471,-0.0488281,449.84,70.8374,95.9271,-78.6152,68.7872,82.8781,511.1,665.627,58.681,30.633,120.116
07.03.2013 05:15:27.063821,512.271,166.509,1.15055,447.468,69.2717,103.274,-47.6089,70.8554,82.9715,511.1,665.584,58.6688,29.0213,120.279
07.03.2013 05:15:27.163821,512.577,289.56,2.00608,451.442,69.7727,58.4125,55.015,69.8206,82.3608,511.1,665.342,58.6484,29.5124,120.351
07.03.2013 05:15:27.263821,510.843,204.596,1.41606,451.308,70.0581,49.9493,290.048,68.4405,82.0553,511.1,665.59,58.6322,32.6784,119.944
07.03.2013 05:15:27.363821,507.584,906.033,6.29902,441.444,70.2049,44.577,1140.17,71.3085,82.6584,511.1,663.213,58.6078,27.0931,119.179
07.03.2013 05:15:27.463821,506.156,1996.48,13.9571,439.244,70.5578,41.9943,2043.93,74.8242,82.3224,511.1,657.68,58.5925,27.5117,118.843
07.03.2013 05:15:27.563821,503.934,2725.18,19.1036,438.596,71.9545,39.5663,2905.61,77.6894,82.0175,511.1,648.793,58.5772,27.927,118.322
07.03.2013 05:15:27.663821,502.614,4241.41,29.9448,436.97,75.2608,34.9663,4484.86,75.894,80.9692,511.1,637.318,58.5903,32.5569,118.012
07.03.2013 05:15:27.763821,498.55,5406.58,38.3374,434.309,79.3074,30.3937,6134.14,81.413,81.6669,511.1,621.819,58.6159,23.2961,117.058
07.03.2013 05:15:27.863821,496.994,6393.34,45.5519,445.076,84.1122,27.1024,6899.46,80.7968,81.6898,511.1,609.072,58.6688,19.3376,116.692
07.03.2013 05:15:27.963821,499.838,6719.12,47.323,430.15,87.0073,27.0236,6738.65,85.1934,81.9159,511.1,598.355,58.7502,17.2414,117.36
07.03.2013 05:15:28.063821,502.415,6882.74,48.5942,452.095,86.6379,25.9207,6917.27,82.9425,81.6527,511.1,594.25,58.81,20.1009,117.965
07.03.2013 05:15:28.163821,505.655,6646.12,46.7533,428.505,81.0211,26.2152,6728.15,89.0515,82.5238,511.1,592.48,58.8967,21.0252,118.726
07.03.2013 05:15:28.263821,506.735,6471.39,45.086,431.553,83.6441,25.6778,6575.8,87.9942,82.4982,511.1,594.246,58.974,20.0957,118.979
07.03.2013 05:15:28.363821,509.024,6636.51,46.0819,451.285,81.5595,27.9712,6344.35,89.198,83.1976,511.1,595.485,59.0431,16.5294,119.517
07.03.2013 05:15:28.463821,510.299,6416,44.5038,452.864,80.1239,27.9194,6327.9,91.0882,82.7035,511.1,596.942,59.1257,18.6262,119.816
07.03.2013 05:15:28.563821,510.739,6363.88,44.0636,440.91,79.5407,27.9977,6164.98,87.6249,81.9919,511.1,597.949,59.1774,22.5347,119.92
07.03.2013 05:15:28.663821,512.662,6018.74,41.5479,449.477,81.6253,29.7913,5751.64,87.4918,78.3444,511.1,599.964,59.2425,35.9198,120.371
07.03.2013 05:15:28.763821,512.229,5793.55,40.084,446.059,80.1344,29.5175,5663.58,86.4211,79.4064,511.1,603.012,59.2954,35.8869,120.269
07.03.2013 05:15:28.863821,511.345,5678.67,39.3837,457.033,78.4473,30.2524,5788.26,88.3286,80.6232,511.1,606.537,59.3489,27.466,120.062
07.03.2013 05:15:28.963821,511.209,5820.57,40.317,447.597,80.918,29.8178,5805.11,87.6802,80.0455,511.1,607.235,59.3982,37.5843,120.03
07.03.2013 05:15:29.063821,511.576,5789.56,40.0728,444.748,78.9037,29.9249,5760.59,84.1196,79.422,511.1,607.093,59.448,37.3766,120.116
